CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,Element
98.95068832025882,135.84941798075576,138.93605837051044,92.38612056735225,100.2425859818214,129.2386983642949,122.50271569480486,134.67846395415157,118.88398882917232,155.53397549641298,155.3570025471478,151.44061666145896,161.68921964567286,149.73014967027146,123.45116945403703,156.9255010298216,134.70250356467153,166.99926873787106,Curcumin
80.00248121953273,89.35949775378485,133.96047518559715,128.43919367270388,135.61916066496198,97.51196985960347,118.92914585701031,113.67612476588671,110.97987394770806,117.30971810159667,97.91000389394615,95.8743013545909,79.80330956299862,90.15758385418476,93.7659770652615,51.00453911326592,80.71530627909353,85.99528548413603,Phenolics
106.68172785689782,153.20771234646176,111.14203817251132,125.97418296009569,144.7295416693142,121.70611810473505,125.7971953408665,126.78494521781421,127.47494994495146,124.8281396519387,113.21866031774387,142.44585919335492,123.54099867222445,125.47510060957325,138.06130697213445,140.28652623927158,151.85032250902512,94.06820221705303,Essential_Oils
155.48971520716842,146.0041852807944,127.93265775263824,101.84247099797878,138.1477566530553,117.71079703911244,122.59361040163962,116.53561809266644,150.66197059308107,112.34469676059965,98.33723401778634,122.86070738210417,107.06021613993295,118.70664913994352,98.39493469110562,96.71127261235644,109.31899940666312,54.14795261264455,Tannins
112.85299079806913,168.55693383004336,145.5034123006977,133.20992697607096,148.86138838880814,92.9046323831722,118.63527380006695,125.87099701987557,162.2768333437254,111.43365260848756,157.7184916681116,131.85010372022973,104.221646895121,96.30601860603906,114.99473888873753,187.54593021384872,124.36473698056955,139.86368164184722,Essential_Oils
,,,94.94775821697775,77.81076245128526,71.67462153090219,130.7593182867437,134.4211617373953,99.52869335103739,102.11757592892717,128.1805116561859,83.95312907996238,85.96249145160651,117.82585272446988,104.02437156895756,109.78290919246322,110.89358258268749,113.72492927214401,Flavonoids
90.21075160309219,103.1439151591823,101.02951621941274,80.66445519583459,96.78585955812727,101.93522272876432,166.64277513434934,137.68801461338091,84.98061686125628,111.90748864591717,94.66826051534433,92.68096775307416,115.76497293492548,138.0601442901143,107.2382820553911,96.10043286532641,70.88665370492812,116.63336946941055,Steroids
116.56209600170858,95.34728780876875,95.3906076023818,69.76355588444798,104.95694576830397,100.69187867849776,112.69117363301258,86.75876098286636,121.59737462339957,130.9970062827625,106.96819783717928,115.03044530720491,113.67581062039876,112.49931597125656,97.28445398836057,119.93009095195988,111.85320467010756,158.62617873912424,Steroids
50.86226457602193,104.92384381123351,107.6075671623169,112.88335008949198,94.8435594882536,69.90417578266555,108.71984938131021,146.08315925037562,70.9606655508088,129.6589002213462,101.88800495589868,114.98268972723025,93.99049237663615,114.64940145876352,142.8312359379077,117.91055062031147,149.37028977311965,133.68820181657978,Steroids
90.66653382871507,154.0332815297234,164.1852176113629,105.87923571903933,106.47406997824876,138.86368848408682,126.25900102027016,125.7340550521099,137.34731048767048,163.80394829418722,128.86571791203517,80.05025272072102,154.64702843511557,121.26370190318787,142.42179258024808,177.4890960170724,78.69197308754387,127.45352113119826,Essential_Oils
77.12184573815445,86.93429891672929,120.69397351419495,140.5659295388645,128.55771775371824,151.43607148048756,141.39189412236982,155.58119499166594,148.55281691009156,188.67935791730613,137.87956008069824,96.42729297316562,167.8064417484317,118.93989399730111,125.86521892996223,137.11731403034725,74.40673282232702,75.95093620116201,Gingerol
116.87120280051892,95.16301876011431,120.92525622657972,105.18380742596858,113.12317091066981,134.0368102635657,80.11706222141468,93.20304585188183,67.1203748305898,51.616824588002096,70.70334824356168,101.40181889126602,74.41037255545349,74.88658898369872,108.52256906495704,110.05480620837903,88.72290678986639,121.7229557349395,Phenolics
128.03209841644147,112.47499291033766,110.89057619248211,118.60180609452416,132.77975677393152,88.80125225824486,62.12357318358841,122.02247158698438,107.61541363424622,125.96985233193072,127.4581053492806,115.31551941270452,115.24507554621634,162.72058267280534,145.1471296738837,107.09943289368874,115.77654288308192,132.3269789347028,Alkaloids
,,,92.5036808038645,152.81917278666927,97.76149174416535,125.02381092522428,112.98832386890683,120.88116163664785,100.46874458558906,94.6629204965511,75.52859313414339,112.16642863687883,101.66901358002045,122.38881098321316,126.10264800051576,117.13147920821014,94.21620025632879,Flavonoids
100.18069707309392,100.79720980769729,127.04721426659098,127.057840105038,125.45240852715807,108.6564217320968,131.22279612572703,148.84644551369476,72.3006984388008,74.63826765385656,107.75470271268703,76.08162838867423,110.07824448341947,70.33846910900687,109.93075785357293,88.3598791062776,98.95668434581057,126.25168022368254,Phenolics
143.33875128087095,139.47793167490318,138.4170652394017,137.57705086434422,120.85799123571772,158.440603866077,112.94044631261785,97.56975140303219,88.64671614093871,69.31258337825525,73.58160504587686,75.09165298738264,79.24476660406607,86.33290674252989,63.466717270155435,50.93338926794841,87.04560368912156,79.42758833888466,Saponins
156.80799293277528,95.04933507825572,109.48580173702469,133.8177174249421,161.52164331908523,95.94805657404261,138.25912993989775,163.60737793436076,102.2588446531795,103.14229662726451,131.406537432028,124.96700192723728,151.0153230920056,151.343471549417,110.41486376848236,153.70891228634585,143.94041061563934,173.28568223097608,Curcumin
103.26469035584913,105.2562215671383,105.55233162338828,140.74343729282228,117.1385804647531,122.00129683654286,162.3493683782317,120.73758851150693,82.92040240567549,172.87006046692576,187.50726503173877,136.9402714099961,92.31306460978111,129.077584277541,109.81412402937082,113.58748566105493,86.67922119318199,107.24598661020563,Gingerol
